stop_id,stop_name,stop_type,stop_other,stop_coord
ngkp,"Nagykapornak",állomás,"",
ngkr,"Nagykarácsony",megállóhely,"",
ngkf,"Nagykarácsony felső",megállóhely,"",
ngka,"Nagykároly",állomás (Románia/Erdély),"Carei",
ngkt,"Nagykáta",állomás,"",47.409878:19.737553
ngke,"Nagykereki",állomás,"",47.190764:21.800397
ngko,"Nagykonda",megszűnt állomás,"Konda",46.429766:18.194339
ngky,"Nagykónyi",megszűnt állomás,"",46.588706:18.219751
wnkh,"Nagykónyi Halastó",megszűnt kisvasúti,"",
wnkp,"Nagykónyi Pári út",megszűnt kisvasúti,"",
wnkt,"Nagykónyi-Tamási köves út",megszűnt kisvasúti,"",
ngks,"Nagykőrös",állomás,"",
nkos,"Nagykoszmály",(Felvidék/Szlovákia),"Veľké Kozmálovce",
ngkz,"Nagykosztolány",(Felvidék/Szlovákia),"Veľké Kostoľany",
nkuc,"Nagykuncfalva",(Felvidék/Szlovákia),"Helcmanovce",
ngla,"Nagylak",állomás,"",
nglk,"Nagylaki Kendergyár",megállóhely,"",
wnlg,"Nagyláng",megszűnt kisvasúti állomás,"",
nglp,"Nagylapos",állomás,"",
nglg,"Nagylég",(Felvidék/Szlovákia),"Lehnice",
nglv,"Nagylévárd",(Felvidék/Szlovákia),"Veľké Leváre",
nglo,"Nagylók",állomás,"Szilfamajor",
ngmf,"Nagymagasfalu",(Felvidék/Szlovákia),"Vysoká pri Morave",
ngmg,"Nagymágocs",megszűnt állomás,"",
wnma,"Nagymágocs tanácsháza",megszűnt kisvasúti állomás,"",
ngmj,"Nagymajor",megszűnt megállóhely,"",
nman,"Nagymánya",(Felvidék/Szlovákia),"Maňa",
ngmn,"Nagymányok",megállóhely,"",
ngmb,"Nagymányok-Brikettgyár",megszűnt teherpályaudvar,"",
ngmr,"Nagymaros",állomás,"",47.779872:18.95171
ngmv,"Nagymaros-Visegrád",megállóhely,"",47.785798:18.956018
ngmt,"Nagymarton",állomás (Ausztria),"Mattersburg",
ngme,"Nagymegyer",(Felvidék/Szlovákia),"Veľký Meder",
ngna,"Nagynyárád",megállóhely,"",
wnny,"Nagynyárádi kitérő",megszűnt kisvasúti,"",
ngni,"Nagynyír",megállóhely,"",46.943302:19.585478
ngor,"Nagyoroszi",állomás,"",
ngpk,"Nagypaka",(Felvidék/Szlovákia),"Veľká Paka",
ngpa,"Nagypall",megszűnt megállóhely,"",46.147691:18.459845
ngpl,"Nagypeleske",megszűnt (Románia/Erdély),"",
ngpe,"Nagypeterd",megállóhely,"",
nrak,"Nagyrákó-Pribóc",(Felvidék/Szlovákia),"Príbovce",
ngra,"Nagyrákos",megállóhely,"",46.827236:16.455661
ngrr,"Nagyrákos régi",megszűnt megálló-rakodóhely,"",
ngrc,"Nagyrécse",állomás,"",
ngrp,"Nagyrépény",(Felvidék/Szlovákia),"Veľké Ripňany",
ngrt,"Nagyrét",megállóhely,"",
wnri,"Nagyrinya puszta",megszűnt kisvasúti állomás,"",
nroc,"Nagyrőce",(Felvidék/Szlovákia),"Revúca",
nsal,"Nagysalló",(Felvidék/Szlovákia),"Tekovské Lužany",
nsan,"Nagysándori",(Felvidék/Szlovákia),"Ostratice",
ngsi,"Nagysimonyi",megállóhely,"",
ngsu,"Nagysurány",állomás (Felvidék/Szlovákia),"Šurany",
nsab,"Nagyszabos",állomás (Felvidék/Szlovákia),"Slavošovce",
nslt,"Nagyszalatna",(Felvidék/Szlovákia),"Zvolenská Slatina",
ngsa,"Nagyszántó",megszűnt (Románia/Erdély),"",
ngsk,"Nagyszekeres",állomás,"",47.975898:22.613493
ngso,"Nagyszéksós",megszűnt (Szerbia),"",
ngsn,"Nagyszénás",állomás,"",
ngsj,"Nagyszentjános",állomás,"",47.705402:17.869914
ngmi,"Nagyszentmihály",megszűnt állomás (Ausztria),"Großpetersdorf",47.235103:16.324572
wnpl,"Nagyszentpál puszta",megszűnt kisvasúti állomás,"",
ngsz,"Nagyszombat",állomás (Felvidék/Szlovákia),"Trnava",
ngta,"Nagytálya",megszűnt megállóhely,"",
wnty,"Nagytanya",megszűnt kisvasúti,"",
wntg,"Nagytanya AGV",megszűnt kisvasúti,"",
wnta,"Nagytanya NyK",megszűnt kisvasúti megállóhely,"",
wnte,"Nagytanyai elágazás",megszűnt kisvasúti,"",
ngtl,"Nagytapolcsány",(Felvidék/Szlovákia),"Topoľčany",
ngtt,"Nagytétény",állomás,"",47.387971:18.974423
ngtd,"Nagytétény-Diósd",állomás,"",47.398166:18.972392
ngto,"Nagytőke",állomás,"",
ngtp,"Nagytótipuszta",megszűnt megállóhely,"",
ngug,"Nagyugróc",(Felvidék/Szlovákia),"Veľké Uherce",
ngut,"Nagyút",állomás,"",
ngva,"Nagyvárad",állomás (Románia/Erdély),"Oradea",
ngve,"Nagyvenyim",megszűnt állomás,"",
ngvi,"Nagyvisnyó-Dédes",megszűnt megállóhely,"",48.143467:20.432023
ngzo,"Nagyzomlin",megszűnt (Románia/Erdély),"",
wnak,"Nak",megszűnt kisvasúti állomás,"Nak felső",
wnaa,"Nak alsó",megszűnt kisvasúti megállóhely,"",
nale,"",(Felvidék/Szlovákia),"",
nalp,"",(Felvidék/Szlovákia),"",
nanh,"Nándorhuta",(Felvidék/Szlovákia),"Nová Maša",
nanv,"Nándorvölgy",(Felvidék/Szlovákia),"Vaľkovňa",
napk,"Napkor",megállóhely,"",47.948678:21.873186
negy,"Negyed",állomás (Felvidék/Szlovákia),"Neded",
neke,"Nekézseny",megszűnt megállóhely,"",48.163051:20.42511
nmab,"Nemesabony",(Felvidék/Szlovákia),"Veľké Blahovo",
nmbi,"Nemesbikk",megszűnt megállóhely,"",
nmdi,"Nemesdicske",(Felvidék/Szlovákia),"Dyčka",
nmfa,"Nemesfalva",(Felvidék/Szlovákia),"Mládzovo",
nmgu,"Nemesgulács-Kisapáti",megállóhely,"",
nmgo,"Nemesgörzsöny",megállóhely,"Felsgörzsöny",47.402846:17.376634
nmke,"Nemeske",megállóhely,"",
nmkr,"Nemeskér-Egyházasfalu",,"",
nmku,"Nemeskeresztúr",megállóhely,"",47.093215:17.183925
nmko,"Nemeskocs",megállóhely,"",47.203931:17.188028
nmks,"Nemeskosút",megszűnt (Felvidék/Szlovákia),"",
nmkt,"Nemeskosztolány",(Felvidék/Szlovákia),"Zemianske Kostoľany",
nmvi,"Nemesvita",megszűnt megállóhely,"",
nemd,"Németdiószeg",(Felvidék/Szlovákia),"Sládkovičovo",
nmpo,"Németpróna",(Felvidék/Szlovákia),"Nitrianske Pravno",
nemu,"Németújvár",megszűnt állomás (Ausztria),"",
nems,"Nemsó",állomás (Felvidék/Szlovákia),"Nemšová",
nemt,"Nemti",megszűnt megállóhely,"",
nena,"Nenadics",megszűnt megállóhely (Szerbia),"",
wneh,"Neszehíd",megszűnt kisvasúti megállóhely,"",
nszm,"Neszmély",állomás,"",
nszt,"Neszmélyi téglagyár",megszűnt megállóhely,"Neszmélyi gyártelep",
nezs,"Nezsider",állomás (Ausztria),"Neusiedl am See",
nezf,"Nezsider-fürdő",(Ausztria),"Bad Neusiedl am See, Nezsider-Alsóváros",
nick,"Nick",megszűnt állomás,"",47.404045:17.017123
nicr,"Nick-Rábahíd",megszűnt megállóhely,"",
ntrz,"",megállóhely (Felvidék/Szlovákia),"",
asaj,"",állomás (Felvidék/Szlovákia),"",48.736278:20.418576
nogr,"Nógrád",állomás,"",
nogk,"Nógrádkövesd",állomás,"",
nogs,"Nógrádszakál",állomás,"",
wnor,"Normafa",kisvasúti megállóhely,"",47.4999897:19.970814
nosi,"",(Felvidék/Szlovákia),"",
nosk,"Noskovci",megszűnt (Horvátország),"",
wnos,"Nosztány",megszűnt kisvasúti állomás,"",
nova,"Novajidrány",állomás,"Garatna",
nvse,"",(Horvátország),"",
wnav,"Nyakvágó",megszűnt kisvasúti,"",
wnle,"Nyárilegelő",megszűnt kisvasúti megálló-rakodóhely,"",
nyrj,"Nyárjas",megállóhely,"",
nyrl,"Nyárlőrinc",állomás,"Kohárymajor",
nyra,"Nyárlőrinc alsó",megállóhely,"Koháryszentlőrinc",
nyrs,"Nyárlőrinci szőlők",megállóhely,"Koháryszöllők",
nyrp,"Nyársapát",állomás,"",
wnke,"Nyékes",megszűnt kisvasúti megállóhely,"",
nykh,"Nyékládháza",állomás,"",47.992598:20.840348
nyrg,"Nyergesújfalu",állomás,"",
nyrf,"Nyergesújfalu felső",megállóhely,"",
wnyl,"Nyilas",megszűnt kisvasúti megállóhely,"",
nyab,"Nyírábrány",állomás,"",
wnyc,"Nyíracsád",megszűnt kisvasúti megállóhely,"",
nyad,"Nyíradony",állomás,"",47.699023:21.902509
nyba,"Nyírbátor",állomás,"",47.842605:22.131644
wnbt,"Nyírbéltek",megszűnt kisvasúti állomás,"",
wnba,"Nyírbéltek alsó",megszűnt kisvasúti megállóhely,"",
nybt,"Nyírbogát",állomás,"",47.793239:22.067142
nybn,"Nyírbogdány",állomás,"",48.082346:21.855046
nych,"Nyírcsaholy",megállóhely,"",
nycr,"Nyírcsászári",állomás,"",47.865825:22.179392
nyeh,"Nyíregyháza",állomás,"",47.946647:21.705498
wnya,"Nyíregyháza átrakó",megszűnt kisvasúti állomás,"",
wnyb,"Nyíregyháza Beloiannisz tér",megszűnt kisvasúti,"",
nyek,"Nyíregyháza külső",állomás,"",47.943049:21.740128
wnyk,"Nyíregyháza NyK",megszűnt kisvasúti megállóhely,"",
wnyv,"Nyíregyháza-Vásártér",megszűnt kisvasúti megállóhely,"",
nyge,"Nyírgelse",állomás,"",47.750916:21.987918
wnir,"Nyíri",megszűnt kisvasúti megállóhely,"",
nyja,"Nyírjákó",megszűnt megállóhely,"",
nyka,"Nyírkarász",megszűnt állomás,"",
nyla,"Nyírlak",megállóhely,"",
wnlu,"Nyírlugos",megszűnt kisvasúti megállóhely,"",
wnlf,"Nyírlugos felső",megszűnt kisvasúti megállóhely,"",
nyma,"Nyírmada",állomás,"",48.059123:22.203257
wnrf,"Nyírmártonfalva",megszűnt kisvasúti megállóhely,"",
wnra,"Nyírmártonfalva alsó",megszűnt kisvasúti megállóhely,"",
nyme,"Nyírmeggyes",megállóhely,"",47.92259:22.256569
nymi,"Nyírmihálydi",megállóhely,"",47.737403:21.958791
wnso,"Nyírszőlős",megszűnt kisvasúti megállóhely,"",
nyte,"Nyírtelek",állomás,"Királytelekpuszta",
ntra,"Nyitra",(Felvidék/Szlovákia),"Nitra",
ntba,"Nyitrabánya",(Felvidék/Szlovákia),"Handlová",
ntiv,"Nyitraivánka",(Felvidék/Szlovákia),"Ivanka pri Nitre",
ntko,"Nyitrakoros",(Felvidék/Szlovákia),"Krušovce",
ntlu,"Nyitraludány",(Felvidék/Szlovákia),"Ludanice",
ntke,"Nyitranagykér",(Felvidék/Szlovákia),"Veľký Kýr",
ntno,"Nyitranovák",(Felvidék/Szlovákia),"Nováky",
ntse,"Nyitraszeg",(Felvidék/Szlovákia),"Bistricany",
ntzb,"Nyitrazsámbokrét",(Felvidék/Szlovákia),"Žabokreky nad Nitrou",
tnom,"Nyomási földek",megszűnt kisvasúti megállóhely,"",
nyul,"Nyúl",megállóhely,"",47.587657:17.698226
nyus,"Nyulas",(Ausztria),"Jois",
nyls,"Nyulas mh.",megszűnt megállóhely,"",
wnyj,"Nyúlmály",kisvasúti,"",
nyut,"Nyustya-Likér",(Felvidék/Szlovákia),"Hnúšťa",
oalm,"Óalmás",megszűnt megállóhely,"Mátételke-Óalmás",46.11488:19.255621
obud,"Óbuda",állomás,"",47.569283:19.031796
obug,"Óbuda-Gázgyár",megszűnt teherpályaudvar,"",
obog,"Óbög",megállóhely,"",46.962118:20.093649
ocsa,"Ócsa",állomás,"",47.301351:19.232493
ocsd,"Ócsad",(Felvidék/Szlovákia),"Oščadnica",
ocss,"Ócsai szőlők",megállóhely,"",47.284979:19.265672
ocrd,"Ócsárd",megszűnt állomás,"Ócsárdvaskapu",
ocse,"Őcsény",megállóhely,"",
diny,"Ódinnyés forgalmi kitérő",megszűnt állomás,"Dinnyés",47.176605:18.546832
wodv,"Odvaskő",megszűnt kisvasúti,"",
ofeh,"Ófehértó",állomás,"",47.940599:22.041278
ogya,"Ógyalla",állomás (Felvidék/Szlovákia),"Hurbanovo",
ohaj,"Óhaj-Hull",(Felvidék/Szlovákia),"Hul",
ohat,"Ohat-Pusztakócs",megállóhely,"",47.623353:20.951028
okan,"Okány",állomás,"",46.892546:21.339236
okka,"Okorág-Kárászpuszta",megállóhely,"",
okor,"Ököritófülpös",megállóhely,"Szatmárököritó",
okrm,"Ókörmöcske",(Felvidék/Szlovákia),"Stará Kremnička",
olad,"Olad",megszűnt,"",47.246498:16.571692
olah,"Oláhpatak",megálló-rakodóhely (Felvidék/Szlovákia),"Vlachovo",48.795333:20.390535
olaf,"Olaszfalu",megszűnt megállóhely,"",47.249559:17.887543
olat,"Olaszliszka-Tolcsva",állomás,"",
olbo,"Ölbő-Alsószeleste",állomás,"",
oleg,"Ólegyen",megszűnt állomás,"",
olma,"Olmányfalva",(Felvidék/Szlovákia),"Uľanka",
olve,"Ölved-Rozsonymitta",(Felvidék/Szlovákia),"Trenčianske Jastrabie",
ondd,"Ondód",megszűnt megállóhely,"",
ondr,"Ondrohó-puszta",(Felvidék/Szlovákia),"Ondrochov, Ondrohópuszta",
onga,"Onga",állomás,"",
ongu,"Ongaújfalu",megszűnt megállóhely,"",
wont,"Öntés",megszűnt kisvasúti megállóhely,"",
opak,"Ópaks",megszűnt állomás,"",
opal,"Ópályi",megállóhely,"",47.997914:22.318243
oplu,"",(Felvidék/Szlovákia),"",
opec,"Ópécska",állomás (Románia/Erdély),"",46.174166:21.086111
opet,"Ópécskai tanyák",megszűnt (Románia/Erdély),"",
orbo,"Őrbottyán",állomás,"Őrszentmiklós-Vácbottyán",47.685574:19.283957
word,"Ördögárka",megszűnt kisvasúti,"",
orcs,"Öregcsertő",megszűnt állomás,"",
orlk,"Öreglak",állomás,"",
ortn,"Öregtanyák",megszűnt megállóhely,"",
worg,"Orgovány",megszűnt kisvasúti,"",
wori,"Orgoványi út",megszűnt megállóhely,"",
orhl,"Őrhalom",megállóhely,"",
orhr,"Őrhalom régi",megszűnt megállóhely,"",
worh,"Őrhegy",megszűnt kisvasúti megállóhely,"",
hodo,"Őrihódos",állomás,"",46.820198:16.329162
orsz,"Őriszentpéter",állomás,"",46.829154:16.416129
orsr,"Őriszentpéter régi",megszűnt állomás,"",
orje,"Örjeg",megszűnt megállóhely,"",
orke,"Örkény",állomás,"",47.133005:19.44713
orlj,"Orlajtörék",(Felvidék/Szlovákia),"Veľké Teriakovce",
worl,"Őrlőmű",kisvasúti,"",
woge,"Örményes gépállomás",megszűnt kisvasúti,"",
woke,"Örményes kétárok",megszűnt kisvasúti,"",
ormo,"Ormosbánya",megszűnt megállóhely,"Ormospuszta",48.33469:20.648222
oros,"Oros",állomás,"",47.9458:21.806394
orhz,"Orosháza",állomás,"",46.566194:20.664466
orha,"Orosháza alsó",megszűnt megállóhely,"Szentetornyai községháza",
woha,"Orosháza Aradi megálló",megszűnt kisvasúti megállóhely,"",
orhf,"Orosháza felső",megállóhely,"",46.553523:20.655773
wohf,"Orosháza főtér",megszűnt kisvasúti,"",
wohh,"Orosháza Hatos",megszűnt kisvasúti megállóhely,"",
oruv,"Orosháza-Üveggyár",megállóhely,"",
wohi,"Orosházi iskola",megszűnt kisvasúti megállóhely,"",
orta,"Orosházi tanyák",megállóhely,"Orosházai tanyák",
orok,"Oroszka",(Felvidék/Szlovákia),"Pohronský Ruskov",
orla,"Oroszlány",állomás,"",47.487002:18.308829
orov,"Oroszvár",állomás (Felvidék/Szlovákia),"Rusovce",
orsv,"Örs vezér tere",állomás,"",
orsj,"Örsújfalu",(Felvidék/Szlovákia),"Nová Stráž",
orsu,"Országút",megszűnt megállóhely,"",46.485071:21.202987
worf,"Országúti őrház",megszűnt kisvasúti állomás,"",
orsa,"Őrszállás",megszűnt állomás (Szerbia),"",45.931515:19.149191
wors,"Őrszem",megszűnt kisvasúti megállóhely,"",
ortz,"Ortaháza",megállóhely,"",
wort,"Ortástető",kisvasúti,"",
orti,"Őrtilos",állomás,"Légrád",46.297817:16.887672
wory,"Ortutay major",megszűnt kisvasúti megállóhely,"",
orve,"Örvényes",megállóhely,"",
osgy,"Osgyán",megszűnt (Felvidék/Szlovákia),"Ožďany",
osku,"Öskü",megállóhely,"",47.15977:18.074868
wosl,"Osli",megszűnt kisvasúti állomás,"",
wose,"Osli elágazás",megszűnt kisvasúti állomás,"",
ossi,"Őssipuszta",megszűnt (Románia/Erdély),"",
osff,"Ostffyasszonyfa",,"",
osus,"",(Felvidék/Szlovákia),"",
osve,"Ösvényes",(Felvidék/Szlovákia),"Ochodnica",
osze,"Őszeszék",megállóhely,"Összeszék",
oszk,"Oszkó",megszűnt állomás,"",
osla,"Oszlány",(Felvidék/Szlovákia),"Oslany",
oszl,"Oszlop",megszűnt megállóhely (Ausztria),"",
oszo,"Ószolnok",megszűnt állomás,"",
oszt,"Osztopán",állomás,"",
otfa,"Ötfa",megszűnt megállóhely,"",
otte,"Öttevény",állomás,"",47.719845:17.489149
ottl,"Ottlaka",állomás (Románia/Erdély),"Grăniceri",46.512646:21.302298
otvo,"Ötvös",megszűnt állomás,"",47.008589:17.117221
otvk,"Ötvöskónyi",megállóhely,"",
ovar,"Óvári",megszűnt (Románia/Erdély),"",
ozd_,"Ózd",állomás,"",48.222569:20.294622
ozda,"Ózd alsó",megállóhely,"",48.23439:20.318958
ozdk,"Ózd külső",megszűnt teherpályaudvar,"",
ozed,"Őzedmajor",megszűnt állomás,"",46.97175:20.875536
wozt,"Őztelek",megszűnt kisvasúti megállóhely,"",
ozrn,"Özörény",(Felvidék/Szlovákia),"Gemerská Hôrka",
pcsm,"Pacsmag",megszűnt megállóhely,"",
pacs,"Pácsony",állomás,"Győrvár",47.009758:16.833816
wpah,"Páhi",megszűnt kisvasúti,"",
wpak,"Páka",kisvasúti,"",
pako,"Pakod",megállóhely,"",46.9591:16.996598
pakz,"Pákozd",megszűnt megállóhely,"",47.201307:18.499602
paks,"Paks",megszűnt állomás,"",
pakd,"Paks-Dunapart",megszűnt megállóhely,"",
palp,"Paládicspuszta",megszűnt megállóhely,"Paládics",
wpal,"Pálháza",kisvasúti állomás,"",
wpai,"Pálháza-Ipartelep",kisvasúti állomás,"",
pali,"Páli-Vadosfa",megállóhely,"",
palc,"Palicsfürdő",állomás (Szerbia),"Palić, &#1055;&#1072;&#1083;&#1080;&#1115;",46.103388:19.760841
wpli,"Pálinkás",megszűnt kisvasúti állomás,"",
palk,"Palkonya",megállóhely,"Németpalkonya",
pall,"Pallagpusztai major",megszűnt megállóhely,"",
wplm,"Pálmajor",kisvasúti,"",
palm,"Pálmatér",megszűnt megállóhely,"",
pals,"Palosnya",(Felvidék/Szlovákia),"Poluvsie",
palo,"Palotabozsok",megszűnt állomás,"",46.132049:18.645467
wpau,"Palotai úti iskola",megszűnt kisvasúti,"",
pamu,"Pamuk",megállóhely,"",
pand,"Pándorfalu",állomás (Ausztria),"Parndorf",
pank,"Pankasz",állomás,"",46.836057:16.497607
pann,"Pannonhalma",állomás,"",47.547614:17.740665
pant,"Pannóniatelep",megállóhely,"",47.652272:19.064959
papa,"Pápa",állomás,"",47.340573:17.459089
papt,"Pápateszér",megszűnt állomás,"",47.376036:17.68429
wpph,"Paphegy",kisvasúti állomás,"Kincskereső",
wpap,"Papírgyár",kisvasúti megállóhely,"",
papk,"Papkeszi",megszűnt állomás,"",
wprm,"Paradicsom major",megszűnt kisvasúti,"",
pari,"Pári",megszűnt megállóhely,"",46.586429:18.251377
park,"Párkánynána",állomás (Felvidék/Szlovákia),"Štúrovo",
pard,"",(Ausztria),"",
part,"",(Felvidék/Szlovákia),"",
pask,"Paskaháza",(Felvidék/Szlovákia),"Pašková",
wpas,"Paszab",megszűnt kisvasúti,"",
past,"Pásztó",állomás,"",
pata,"Patakalja",(Felvidék/Szlovákia),"Podrečany",
patk,"Pátka",megszűnt állomás,"",47.26814:18.510116
patr,"Pátroha",állomás,"",48.158715:21.99681
paty,"Pátyod",megszűnt megállóhely,"Pátyod-Csengerjánosi",
pazm,"Pázmáneum",megállóhely,"",47.630322:18.852641
pece,"Pécel",állomás,"",47.493644:19.338621
pecs,"Pécs",állomás,"",46.066555:18.225298
pcsf,"Pécs felső",megszűnt állomás,"Mecsekszabolcs",46.090617:18.287654
pcgy,"Pécs-Gyárváros",megszűnt megállóhely,"",46.081364:18.261313
pcku,"Pécs-Külváros",állomás,"",46.071741:18.240121
pcvs,"Pécs-Vasas",megszűnt állomás,"Somogy-Vasas",46.112555:18.313944
pcbr,"Pécsbánya-Rendező",állomás,"Üszög",46.063993:18.270119
pcud,"Pécsudvard",megállóhely,"",46.009275:18.275705
pcuh,"Pécsújhegy",megszűnt megállóhely,"",46.086283:18.276426
pcvr,"Pécsvárad",megszűnt állomás,"",46.156556:18.424988
pell,"Pellérd",megszűnt állomás,"",
pels,"Pelsőc",állomás (Felvidék/Szlovákia),"Plešivec",
wpel,"Pély",megszűnt kisvasúti állomás,"",
wpeh,"Pély Hatrongyos elágazás",megszűnt kisvasúti,"",
wpek,"Pély kitérő",megszűnt kisvasúti,"",
pely,"Pelyvás",(Felvidék/Szlovákia),"Plevník-Drienové",
peny,"Penyige",állomás,"",47.995318:22.56722
perb,"Perbenyik",állomás (Felvidék/Szlovákia),"Pribenik",
wpba,"Perbenyik átrakó",megszűnt kisvasúti állomás (Felvidék/Szlovákia),"",
pert,"Perbete",(Felvidék/Szlovákia),"Pribeta",
perd,"Perdócmajor",megszűnt megállóhely,"",46.203271:17.079459
wpec,"Pereces",megszűnt kisvasúti állomás,"",
wper,"Pereces kitérő",megszűnt kisvasúti megállóhely,"",
prde,"Pered",(Felvidék/Szlovákia),"Tešedíkovo",
pere,"Pereszteg",megállóhely,"",
perk,"Perkupa",megállóhely,"",
perp,"Perlep",megszűnt (Felvidék/Szlovákia),"Zlaté Moravce-Prílepy",
pern,"Pernek",(Felvidék/Szlovákia),"Pernek pri Zohore",
pers,"Perse",(Felvidék/Szlovákia),"Prša",
pser,"Pesterzsébet",megállóhely,"Pestszenterzsébet",47.433828:19.096981
psef,"Pesterzsébet felső",,"",
psim,"Pestszentimre",állomás,"Soroksárpéteri",47.4031:19.187567
psif,"Pestszentimre felső",megállóhely,"Pestimre felső",47.41404:19.173044
pssz,"Pestszentlőrinc",állomás,"Pestlőrinc",47.454762:19.182809
plkb,"Pestszentlőrinc-Kavicsbánya",megszűnt állomás,"",47.443744:19.209163
psuh,"Pestújhely",megszűnt megállóhely,"",47.531756:19.125708
peta,"Petárda",megszűnt megállóhely (Horvátország),"",
wptf,"Péterfa",megszűnt kisvasúti,"",
ptht,"Péterhegy-Tókeresztúr",megállóhely (Szlovénia),"Gornji Petrovci",
pthk,"Péterhida-Komlósd",megállóhely,"",46.006659:17.358118
petf,"Pétfürdő",állomás,"",47.167274:18.122488
petn,"Petneháza",megszűnt megállóhely,"",
wpfi,"Petőfi tsz.",megszűnt kisvasúti,"",
ptsl,"Petőfiszállás",állomás,"Szentkút, Pálosszentkút",
